CompanyName,CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1,RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,URI
Gatehouse Management 11 LTD,01000550,,,222 Station Road,,Cardiff,,United Kingdom,W1D 9FG,Private Limited Company,Active,United Kingdom,,06/11/2002,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000550
Crestwood Capital 2 PLC,01000551,,,209 Victoria Road,,Bristol,,United Kingdom,LS1 2FE,Private Limited Company,Dissolved,United Kingdom,,19/12/2020,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000551
Harbourview Partners LLP,01000552,,,189 Manor Way,,Glasgow,,United Kingdom,WC2H 3TB,Private Limited Company,Active,United Kingdom,,06/05/2018,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000552
Silverline Investments LIMITED,01000553,,,200 Church Lane,,Birmingham,,United Kingdom,L1 7AF,Private Limited Company,Active,United Kingdom,,27/07/2020,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000553
Whitehall Partners LLP,01000554,,,186 Victoria Road,,Sheffield,,United Kingdom,EC1V 2BL,Private Limited Company,Active,United Kingdom,,23/04/2012,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000554
Crestwood Trading PLC,SC1000555,,,95 Station Road,,Glasgow,,United Kingdom,S1 9AU,Private Limited Company,Active,United Kingdom,,24/12/1998,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/SC1000555
Crestwood Capital PLC,01000556,,,232 Bridge Street,,Edinburgh,,United Kingdom,N1 4GU,Private Limited Company,Dissolved,United Kingdom,,12/04/2017,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000556
Blackwater Group PLC,01000557,,,134 Church Lane,,Edinburgh,,United Kingdom,EC1V 7QA,Private Limited Company,Active,United Kingdom,,18/03/2019,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000557
Crestwood Investments LTD,01000558,,,152 Queens Road,,Edinburgh,,United Kingdom,SE1 7YP,Private Limited Company,Active,United Kingdom,,15/03/2015,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000558
Harbourview Trading PLC,01000559,,,250 Church Lane,,Sheffield,,United Kingdom,G2 8GG,Private Limited Company,Active,United Kingdom,,05/08/1992,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000559
Longacre Investments LTD,01000560,,,166 Bridge Street,,London,,United Kingdom,CF10 2YA,Private Limited Company,Active,United Kingdom,,18/12/1995,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000560
Ludgate Investments 36 LLP,01000561,,,124 Manor Way,,Edinburgh,,United Kingdom,SW1A 2GJ,Private Limited Company,Liquidation,United Kingdom,,16/06/2007,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000561
Pinnacle Capital 39 LIMITED,01000562,,,64 Manor Way,,Liverpool,,United Kingdom,CF10 7RT,Private Limited Company,Active,United Kingdom,,13/03/2001,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000562
Camberwell Trading LIMITED,01000563,,,25 Victoria Road,,Cardiff,,United Kingdom,WC2H 8BW,Private Limited Company,Active,United Kingdom,,03/08/2017,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000563
Ironbridge Capital LLP,SC1000564,,,49 Mill Lane,,Bristol,,United Kingdom,L1 5UH,Private Limited Company,Dissolved,United Kingdom,,13/05/2001,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/SC1000564
Ludgate Assets LTD,01000565,,,163 High Street,,London,,United Kingdom,G2 6LB,Private Limited Company,Dissolved,United Kingdom,,10/08/2021,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000565
Camberwell Trading LLP,01000566,,,197 Bridge Street,,London,,United Kingdom,SW1A 7FS,Private Limited Company,Active,United Kingdom,,16/12/1993,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000566
Marlborough Management LTD,01000567,,,120 Bridge Street,,Manchester,,United Kingdom,L1 8YL,Private Limited Company,Active,United Kingdom,,19/03/2000,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000567
Marlborough Group LLP,01000568,,,98 Station Road,,Manchester,,United Kingdom,SW1A 1HX,Private Limited Company,Active,United Kingdom,,06/12/2001,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000568
Ravensworth Ventures 5 LLP,01000569,,,64 Park View,,Glasgow,,United Kingdom,BS1 9LN,Private Limited Company,Active,United Kingdom,,24/01/2022,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000569
Northgate Ventures LLP,01000570,,,244 High Street,,Sheffield,,United Kingdom,S1 8NQ,Private Limited Company,Active,United Kingdom,,02/09/2009,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000570
Pinnacle Properties 2 PLC,01000571,,,247 Church Lane,,Manchester,,United Kingdom,SW1A 4HH,Private Limited Company,Active,United Kingdom,,02/07/2022,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000571
Redwood Investments LTD,01000572,,,151 High Street,,Sheffield,,United Kingdom,WC2H 8BL,Private Limited Company,Active,United Kingdom,,04/07/2006,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000572
Ashcroft Capital 29 PLC,SC1000573,,,175 Victoria Road,,London,,United Kingdom,EC1V 1SB,Private Limited Company,Active,United Kingdom,,05/06/2011,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/SC1000573
Thornbury Partners PLC,01000574,,,17 High Street,,Birmingham,,United Kingdom,SW1A 8ZJ,Private Limited Company,Active,United Kingdom,,03/07/2024,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000574
Eastbrook Resources LTD,01000575,,,222 Kings Avenue,,London,,United Kingdom,EH1 3WJ,Private Limited Company,Dissolved,United Kingdom,,25/04/2019,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000575
Ashcroft Management LIMITED,01000576,,,1 Manor Way,,Leeds,,United Kingdom,N1 3UG,Private Limited Company,Active,United Kingdom,,14/09/2008,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000576
Pinnacle Group LIMITED,01000577,,,178 Church Lane,,Bristol,,United Kingdom,CF10 5LE,Private Limited Company,Active,United Kingdom,,25/01/2016,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000577
Ludgate Trading LTD,01000578,,,107 Queens Road,,Birmingham,,United Kingdom,SE1 9RQ,Private Limited Company,Active,United Kingdom,,27/11/2004,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000578
Eastbrook Enterprises 17 LTD,01000579,,,180 High Street,,Liverpool,,United Kingdom,S1 1TB,Private Limited Company,Active,United Kingdom,,04/04/2018,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000579
Ashcroft Management PLC,01000580,,,175 Station Road,,Sheffield,,United Kingdom,WC2H 3YG,Private Limited Company,Active,United Kingdom,,20/04/2007,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000580
Blackwater Assets LLP,01000581,,,107 Kings Avenue,,Manchester,,United Kingdom,M1 5NE,Private Limited Company,Active,United Kingdom,,07/02/2022,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000581
Aldgate Management 13 LIMITED,01000582,,,231 Bridge Street,,Cardiff,,United Kingdom,WC2H 4ZH,Private Limited Company,Active,United Kingdom,,02/03/2019,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000582
Silverline Assets LIMITED,01000583,,,65 Manor Way,,Glasgow,,United Kingdom,S1 4BU,Private Limited Company,Dissolved,United Kingdom,,09/12/2021,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000583
Northgate Holdings LIMITED,01000584,,,59 Manor Way,,Edinburgh,,United Kingdom,CF10 9XL,Private Limited Company,Active,United Kingdom,,26/08/2024,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000584
Northgate Partners PLC,01000585,,,134 Queens Road,,Liverpool,,United Kingdom,G2 9TZ,Private Limited Company,Active,United Kingdom,,13/10/2023,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000585
Beaconsfield Assets 2 PLC,01000586,,,56 Bridge Street,,Birmingham,,United Kingdom,SE1 2YT,Private Limited Company,Active,United Kingdom,,17/09/2013,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000586
Thornbury Holdings 19 LLP,01000587,,,247 Mill Lane,,Bristol,,United Kingdom,S1 1HW,Private Limited Company,Active,United Kingdom,,15/10/1995,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000587
Eastbrook Assets 30 PLC,01000588,,,36 High Street,,Sheffield,,United Kingdom,EH1 8RT,Private Limited Company,Active,United Kingdom,,14/07/2010,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000588
Fairhaven Assets LLP,SC1000589,,,66 Church Lane,,Edinburgh,,United Kingdom,EC1V 5YR,Private Limited Company,Active,United Kingdom,,24/09/1994,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/SC1000589
Harbourview Management LLP,01000590,,,8 Kings Avenue,,Glasgow,,United Kingdom,L1 2NH,Private Limited Company,Active,United Kingdom,,22/07/2016,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000590
Crestwood Enterprises 9 LLP,01000591,,,175 Kings Avenue,,Sheffield,,United Kingdom,L1 3YU,Private Limited Company,Active,United Kingdom,,04/02/1990,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000591
Northgate Trading LIMITED,01000592,,,142 Station Road,,Cardiff,,United Kingdom,W1D 7NB,Private Limited Company,Active,United Kingdom,,28/03/2016,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000592
Fairhaven Investments PLC,01000593,,,149 Station Road,,Birmingham,,United Kingdom,SE1 9AP,Private Limited Company,Active,United Kingdom,,13/03/2017,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000593
Crestwood Assets PLC,01000594,,,30 Manor Way,,Edinburgh,,United Kingdom,S1 7PW,Private Limited Company,Dissolved,United Kingdom,,08/06/2004,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000594
Aldgate Resources LTD,01000595,,,167 High Street,,Leeds,,United Kingdom,CF10 2HY,Private Limited Company,Active,United Kingdom,,25/09/2010,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000595
Fairhaven Ventures LIMITED,SC1000596,,,21 Bridge Street,,London,,United Kingdom,BS1 1QQ,Private Limited Company,Active,United Kingdom,,28/08/2009,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/SC1000596
Silverline Ventures LIMITED,01000597,,,126 Church Lane,,Sheffield,,United Kingdom,S1 4GG,Private Limited Company,Dissolved,United Kingdom,,20/09/1993,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000597
Beaconsfield Management LIMITED,01000598,,,207 Church Lane,,Manchester,,United Kingdom,EH1 4LU,Private Limited Company,Dissolved,United Kingdom,,17/06/2007,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000598
Thornbury Holdings 8 LTD,01000599,,,217 Bridge Street,,Edinburgh,,United Kingdom,CF10 1TR,Private Limited Company,Active,United Kingdom,,25/01/1990,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000599
Longacre Trading LIMITED,SC1000600,,,1 Mill Lane,,Bristol,,United Kingdom,LS1 2PU,Private Limited Company,Liquidation,United Kingdom,,01/10/2003,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/SC1000600
Camberwell Assets LIMITED,01000601,,,200 Queens Road,,Edinburgh,,United Kingdom,B3 6WG,Private Limited Company,Active,United Kingdom,,02/01/2011,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000601
Whitehall Assets PLC,01000602,,,163 Church Lane,,Birmingham,,United Kingdom,S1 7TE,Private Limited Company,Active,United Kingdom,,05/07/1994,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000602
Northgate Enterprises LTD,01000603,,,182 Church Lane,,Sheffield,,United Kingdom,B3 5ZE,Private Limited Company,Active,United Kingdom,,15/05/2002,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000603
Beaconsfield Capital 15 LLP,SC1000604,,,50 Station Road,,Liverpool,,United Kingdom,L1 8GP,Private Limited Company,Active,United Kingdom,,11/08/2003,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/SC1000604
Sterling Ventures LTD,01000605,,,97 Park View,,Cardiff,,United Kingdom,EH1 3ES,Private Limited Company,Dissolved,United Kingdom,,20/12/1993,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000605
Longacre Investments 11 LTD,01000606,,,248 Park View,,Manchester,,United Kingdom,G2 5WF,Private Limited Company,Active,United Kingdom,,11/08/2024,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000606
Ravensworth Investments LIMITED,01000607,,,164 Victoria Road,,Glasgow,,United Kingdom,M1 2AS,Private Limited Company,Active,United Kingdom,,23/09/2019,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000607
Ironbridge Partners LTD,01000608,,,183 Manor Way,,Manchester,,United Kingdom,G2 7DE,Private Limited Company,Active,United Kingdom,,13/08/2014,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000608
Thornbury Ventures LTD,01000609,,,174 Queens Road,,Edinburgh,,United Kingdom,SE1 6ZL,Private Limited Company,Active,United Kingdom,,10/04/1993,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000609
Fairhaven Resources 17 LTD,01000610,,,117 Victoria Road,,Liverpool,,United Kingdom,N1 1QR,Private Limited Company,Active,United Kingdom,,05/08/1990,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000610
Aldgate Ventures LIMITED,01000611,,,217 Kings Avenue,,Bristol,,United Kingdom,SW1A 9WT,Private Limited Company,Active,United Kingdom,,11/12/2001,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000611
Marlborough Trading LIMITED,01000612,,,58 Manor Way,,Glasgow,,United Kingdom,S1 4HJ,Private Limited Company,Dissolved,United Kingdom,,09/11/2006,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000612
Redwood Group LLP,01000613,,,133 Bridge Street,,Edinburgh,,United Kingdom,B3 7DA,Private Limited Company,Active,United Kingdom,,19/12/2013,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000613
Sterling Capital LIMITED,01000614,,,243 Queens Road,,Manchester,,United Kingdom,W1D 3SJ,Private Limited Company,Liquidation,United Kingdom,,10/09/2022,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000614
Whitehall Group 26 LIMITED,01000615,,,165 Bridge Street,,Birmingham,,United Kingdom,M1 9WZ,Private Limited Company,Active,United Kingdom,,10/04/2015,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000615
Ravensworth Properties PLC,01000616,,,121 Bridge Street,,Birmingham,,United Kingdom,G2 3DJ,Private Limited Company,Active,United Kingdom,,02/02/2020,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000616
Eastbrook Partners LTD,01000617,,,78 Station Road,,Leeds,,United Kingdom,LS1 6YS,Private Limited Company,Active,United Kingdom,,12/10/2002,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000617
Redwood Resources LLP,01000618,,,146 Kings Avenue,,Glasgow,,United Kingdom,B3 6PH,Private Limited Company,Dissolved,United Kingdom,,19/02/2009,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000618
Harbourview Assets 12 LIMITED,01000619,,,57 Park View,,London,,United Kingdom,W1D 3QT,Private Limited Company,Liquidation,United Kingdom,,13/02/1993,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000619
Harbourview Partners LIMITED,SC1000620,,,157 Church Lane,,Edinburgh,,United Kingdom,W1D 4ZP,Private Limited Company,Active,United Kingdom,,28/11/2001,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/SC1000620
Longacre Management LTD,01000621,,,35 Queens Road,,Manchester,,United Kingdom,WC2H 9DS,Private Limited Company,Active,United Kingdom,,11/01/1990,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000621
Crestwood Properties 30 LTD,01000622,,,207 Station Road,,Sheffield,,United Kingdom,M1 6PQ,Private Limited Company,Active,United Kingdom,,11/09/1996,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000622
Blackwater Ventures PLC,01000623,,,160 Queens Road,,Glasgow,,United Kingdom,G2 7JS,Private Limited Company,Active,United Kingdom,,20/07/1995,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000623
Marlborough Enterprises LLP,01000624,,,123 Church Lane,,Liverpool,,United Kingdom,LS1 2AP,Private Limited Company,Active,United Kingdom,,09/06/2008,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000624
Beaconsfield Assets PLC,01000625,,,132 Mill Lane,,Liverpool,,United Kingdom,WC2H 3XU,Private Limited Company,Active,United Kingdom,,02/01/2021,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000625
Ironbridge Assets 7 LIMITED,01000626,,,146 Station Road,,Glasgow,,United Kingdom,L1 4DE,Private Limited Company,Active,United Kingdom,,09/07/2012,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000626
Eastbrook Investments LTD,01000627,,,12 Kings Avenue,,Edinburgh,,United Kingdom,L1 5UA,Private Limited Company,Active,United Kingdom,,18/06/2003,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000627
Redwood Resources LTD,01000628,,,24 Queens Road,,Sheffield,,United Kingdom,B3 8PA,Private Limited Company,Active,United Kingdom,,18/01/2019,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000628
Camberwell Capital LTD,01000629,,,3 Manor Way,,Manchester,,United Kingdom,WC2H 9DU,Private Limited Company,Dissolved,United Kingdom,,13/07/2018,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000629
Ironbridge Ventures LTD,01000630,,,144 Park View,,London,,United Kingdom,G2 4DE,Private Limited Company,Active,United Kingdom,,01/03/2019,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000630
Sterling Holdings LTD,01000631,,,88 Park View,,Bristol,,United Kingdom,L1 1TP,Private Limited Company,Active,United Kingdom,,02/05/2007,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000631
Gatehouse Resources LLP,01000632,,,70 Manor Way,,Sheffield,,United Kingdom,M1 5TR,Private Limited Company,Active,United Kingdom,,01/08/2008,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000632
Northgate Trading PLC,01000633,,,64 Victoria Road,,Liverpool,,United Kingdom,M1 6FB,Private Limited Company,Active,United Kingdom,,21/05/2009,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000633
Camberwell Resources LLP,01000634,,,221 Mill Lane,,Leeds,,United Kingdom,BS1 6BP,Private Limited Company,Active,United Kingdom,,23/10/2024,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000634
Meridian Enterprises LLP,01000635,,,10 Victoria Road,,Leeds,,United Kingdom,N1 9TE,Private Limited Company,Active,United Kingdom,,08/07/2000,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000635
Beaconsfield Investments LLP,01000636,,,14 High Street,,Liverpool,,United Kingdom,M1 5HA,Private Limited Company,Dissolved,United Kingdom,,04/09/2008,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000636
Crestwood Group LIMITED,01000637,,,223 Church Lane,,Birmingham,,United Kingdom,LS1 4SX,Private Limited Company,Active,United Kingdom,,27/01/2015,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000637
Ashcroft Management LTD,01000638,,,184 Mill Lane,,Sheffield,,United Kingdom,G2 6JE,Private Limited Company,Active,United Kingdom,,28/02/1990,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000638
Harbourview Enterprises PLC,01000639,,,178 Kings Avenue,,Leeds,,United Kingdom,SE1 9RA,Private Limited Company,Active,United Kingdom,,08/09/1990,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000639
Ironbridge Group LLP,01000640,,,105 Victoria Road,,Birmingham,,United Kingdom,EC1V 1QF,Private Limited Company,Active,United Kingdom,,15/10/1996,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000640
Camberwell Trading 26 LIMITED,01000641,,,56 Bridge Street,,Manchester,,United Kingdom,CF10 5ZJ,Private Limited Company,Active,United Kingdom,,08/04/2019,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000641
Northgate Capital LTD,01000642,,,89 Park View,,Glasgow,,United Kingdom,EC1V 4NP,Private Limited Company,Active,United Kingdom,,07/06/2013,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000642
Pinnacle Partners 33 PLC,01000643,,,246 Kings Avenue,,Bristol,,United Kingdom,L1 7UJ,Private Limited Company,Active,United Kingdom,,11/08/1992,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000643
Meridian Group LIMITED,01000644,,,128 Park View,,Manchester,,United Kingdom,EH1 5SR,Private Limited Company,Active,United Kingdom,,14/01/2004,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000644
Pinnacle Partners LIMITED,01000645,,,139 Kings Avenue,,Bristol,,United Kingdom,W1D 1JR,Private Limited Company,Active,United Kingdom,,21/03/1999,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000645
Gatehouse Enterprises 14 LTD,SC1000646,,,32 High Street,,London,,United Kingdom,G2 8UH,Private Limited Company,Active,United Kingdom,,02/09/2010,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/SC1000646
Blackwater Management LLP,01000647,,,119 High Street,,Edinburgh,,United Kingdom,B3 5AS,Private Limited Company,Active,United Kingdom,,09/08/2012,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000647
Camberwell Resources LLP,01000648,,,111 Park View,,Liverpool,,United Kingdom,WC2H 1ND,Private Limited Company,Active,United Kingdom,,17/02/2024,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/01000648
Northgate Properties LIMITED,01000649,,,3 High Street,,Manchester,,United Kingdom,L1 4FQ,Private Limited Company,Active,United Kingdom,,14/11/2006,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000649
Northgate Holdings LTD,01000650,,,212 Victoria Road,,Glasgow,,United Kingdom,S1 9JR,Private Limited Company,Active,United Kingdom,,03/02/2001,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000650
Eastbrook Trading LIMITED,01000651,,,92 Mill Lane,,Bristol,,United Kingdom,N1 6PN,Private Limited Company,Active,United Kingdom,,23/04/1997,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000651
Camberwell Investments PLC,SC1000652,,,244 Bridge Street,,Sheffield,,United Kingdom,BS1 4GD,Private Limited Company,Active,United Kingdom,,24/06/2000,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/SC1000652
Sterling Ventures PLC,01000653,,,103 High Street,,Edinburgh,,United Kingdom,LS1 1JB,Private Limited Company,Dissolved,United Kingdom,,07/03/2016,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000653
Fairhaven Properties LIMITED,01000654,,,210 Station Road,,Leeds,,United Kingdom,W1D 3SY,Private Limited Company,Dissolved,United Kingdom,,14/02/1991,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000654
Blackwater Enterprises 23 LLP,SC1000655,,,116 High Street,,Cardiff,,United Kingdom,G2 7TP,Private Limited Company,Active,United Kingdom,,27/03/2019,47190 - Other retail sale in non-specialised stores,,,,http://business.data.gov.uk/id/company/SC1000655
Camberwell Capital LTD,01000656,,,129 Manor Way,,Glasgow,,United Kingdom,BS1 6QQ,Private Limited Company,Active,United Kingdom,,03/08/2023,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000656
Longacre Management PLC,01000657,,,173 Bridge Street,,Bristol,,United Kingdom,N1 8DN,Private Limited Company,Active,United Kingdom,,16/02/2016,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000657
Aldgate Trading LIMITED,01000658,,,155 Victoria Road,,Bristol,,United Kingdom,SW1A 2HB,Private Limited Company,Active,United Kingdom,,06/11/2024,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000658
Northgate Ventures LTD,01000659,,,76 Mill Lane,,Edinburgh,,United Kingdom,G2 9FU,Private Limited Company,Dissolved,United Kingdom,,25/11/1990,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000659
Eastbrook Properties LIMITED,01000660,,,145 Station Road,,Birmingham,,United Kingdom,N1 1HZ,Private Limited Company,Active,United Kingdom,,06/12/1993,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000660
Kingsway Properties 15 LIMITED,01000661,,,110 Queens Road,,Sheffield,,United Kingdom,W1D 1PY,Private Limited Company,Active,United Kingdom,,13/08/2016,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000661
Kingsway Holdings PLC,01000662,,,220 Queens Road,,Cardiff,,United Kingdom,W1D 2AU,Private Limited Company,Active,United Kingdom,,04/05/2011,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000662
Thornbury Properties LIMITED,01000663,,,19 Mill Lane,,Bristol,,United Kingdom,EC1V 8ZS,Private Limited Company,Active,United Kingdom,,14/07/1995,68209 - Other letting and operating of own or leased real estate,,,,http://business.data.gov.uk/id/company/01000663
Ludgate Enterprises 36 LLP,01000664,,,234 Victoria Road,,Bristol,,United Kingdom,SE1 8RR,Private Limited Company,Active,United Kingdom,,26/01/2021,64209 - Activities of other holding companies n.e.c.,,,,http://business.data.gov.uk/id/company/01000664
Longacre Trading LIMITED,01000665,,,231 Church Lane,,Cardiff,,United Kingdom,M1 4QX,Private Limited Company,Dissolved,United Kingdom,,17/06/2009,70100 - Activities of head offices,,,,http://business.data.gov.uk/id/company/01000665
Whitehall Assets PLC,01000666,,,113 High Street,,London,,United Kingdom,SE1 4BJ,Private Limited Company,Active,United Kingdom,,04/01/2003,82990 - Other business support service activities n.e.c.,,,,http://business.data.gov.uk/id/company/01000666
